SPECIES_CODE,COMMON_NAME,REGION,REASON,PRIORITY,RESIDENT,LAND,WEEKLY_STATUS,SEASONAL_STATUS,REVIEWER,LAST_REVIEWER,ANIMATION_QUALITY,NONBREEDING_START,NONBREEDING_CORE_START,NONBREEDING_CORE_END,NONBREEDING_END,PREBREEDING_MIGRATION_START,PREBREEDING_MIGRATION_END,BREEDING_START,BREEDING_CORE_START,BREEDING_CORE_END,BREEDING_END,POSTBREEDING_MIGRATION_START,POSTBREEDING_MIGRATION_END,RESIDENT_START,RESIDENT_CORE_START,RESIDENT_CORE_END,RESIDENT_END,NONBREEDING_QUALITY,PREBREEDING_MIGRATION_QUALITY,BREEDING_QUALITY,POSTBREEDING_MIGRATION_QUALITY,all_seasons_pass,NONBREEDING_RANGE_MODELED,PREBREEDING_MIGRATION_RANGE_MODELED,BREEDING_RANGE_MODELED,POSTBREEDING_MIGRATION_RANGE_MODELED,FULL_YEAR_QUALITY,SENSITIVE,FORCE_GLOBAL_PROJ,RAN_AS_RESIDENT,CUSTOM_ES,CUSTOM_PAT,notes
swtkit,Swallow-tailed Kite,South America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,10-26,11-02,01-11,01-11,01-18,04-05,04-12,04-19,07-13,07-13,07-20,10-19,,,,,3,3,2,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,breeding season misses a fair chunk of South America; otherwise good; maybe some gaps in E MX
sykwar2,Sykes's Warbler,,India 2,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syrwoo1,Syrian Woodpecker,,Europe,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Really good. Small bit of extrap into far southern Greece
tabbab1,Tawny-bellied Babbler,,India 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Range in the NW Himalayan foothills and C India rather underestimated. S India very spotty and patchily underextrapolated esp in the south in Karnataka, Kerala and W Tamil Nadu. Sri Lanka looks largely okay."
tabfly1,Tawny-breasted Flycatcher,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Missing birds in Venezuela
tabsee1,Tawny-bellied Seedeater,South America,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,0,,,,,08-17,10-19,10-26,,,03-15,,,,,,,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,,,,,,Misses Bolivia and lots of brazil and very noisy.
taceup1,Tawny-capped Euphonia,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,,,Too sparse in Panama
tacfly1,Tawny-chested Flycatcher,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,,,,,,Way overfit and missing Nicaragua and Honduras
tacgre1,Tawny-crowned Greenlet,,North America 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Amazon edges rough, but close. Overall good"
tactan1,Tawny-crested Tanager,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Too sparse in Nicaragua, but otherwise okay"
tafgna1,Tawny-faced Gnatwren,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Missing a chunk of Peru, but we're honest about it"
tafowl1,Tawny Fish-Owl,,Request,4,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,1,1,1,1,,TRUE,TRUE,TRUE,TRUE,1,,,,,,"Keeping for Taiwan. Indian proximate is good, SE Asia and China bad."
tafqua1,Tawny-faced Quail,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Sparse in Nicaragua, otherwise good"
tahpet1,Tahiti Petrel,,Central America,5,FALSE,WATER,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,,,,,,
taibap1,Taiwan Bamboo-Partridge,,Taiwan,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,A bit underpredicted for the coastal plain; montane range looks good.
taibar1,Taiwan Barwing,,Taiwan,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"The high resolution map looks too sparse, medium resolution map looks better, but for a tiny range like this maybe that means it is too underpredicted?"
taibar2,Taiwan Barbet,,Taiwan,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Excellent.
taibeg1,Taiga Bean-Goose,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taibuw1,Taiwan Bush Warbler,,Taiwan,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Almost perfect but a tad underextrapolated.
taifly1,Taiga Flycatcher,,India 2,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taiful1,Taiwan Fulvetta,,Taiwan,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Range too spotty, and doesn't extend far enough north in the mountains."
taihwa1,Taiwan Hwamei,,Taiwan,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Borderline underextrapolated but probably ok.
taipar1,Taiwan Partridge,,Taiwan,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Very good.
taiscb1,Taiwan Scimitar-Babbler,,Taiwan,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Should have at least some sparse mapping on the SW coastal plain, but missing entirely from there. Otherwise excellent."
taiwrb1,Taiwan Cupwing,,Taiwan,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Does a good job.
taiyuh1,Taiwan Yuhina,,Taiwan,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,"Borderline 3, a tiny bit short at the very north end of the range, but overall quite good."
takahe3,South Island Takahe,,New Zealand,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,,,Way over extrapolated
tanfin1,Tanager Finch,South America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,,,some pretty bad overextrapolation into central Andes
tatdot1,Tawny-throated Dotterel,South America,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,0,05-24,05-24,08-10,08-10,08-17,10-26,11-02,11-23,02-22,03-29,04-05,05-17,,,,,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,,,,,,Still missing too much of population.
tawowl1,Tawny Owl,,Europe,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,A few small regions of omission
tawpip1,Tawny Pipit,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tawwoo1,Tawny-winged Woodcreeper,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,,,Wrong Carib slope in CR and too sparse in Nicaragua
tbsfin1,Thick-billed Seed-Finch,,North America 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,0.95,,A sprinkle too far on est slope in Colombia and Ecuador
temsti,Temminck's Stint,,Request,4,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,2,11-02,,,03-15,03-22,06-07,06-14,,,06-28,07-06,10-26,,,,,1,2,2,2,,FALSE,TRUE,TRUE,TRUE,2,,,,,,Breeding does suprisingly well. Missing Much of African wintering population.
tenwar,Tennessee Warbler,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,12-07,12-14,03-01,03-08,03-15,06-07,06-21,06-21,07-06,07-06,07-13,11-23,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
tepred1,Tepui Redstart,South America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,0,,,,,,,,,,,,,,,,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,,,,,,"Too messy, just not enough data."
tersan,Terek Sandpiper,,Request,4,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,1,11-16,,,03-22,03-29,06-14,,,,,07-06,11-09,,,,,2,1,0,1,,TRUE,FALSE,FALSE,FALSE,2,,,,,,Missing breeding season entirely. Non-breeding is great
thbeup1,Thick-billed Euphonia,,North America,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Some extrapolation in Venezuela
thbflo1,Thick-billed Flowerpecker,,India 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Scattered records from Indian plains and NC India missing. Himalayas look fine. Few scattered records from E India, Bangladesh, N Myanmar missing. SE Asia looks okay, except range not mapped for Sumatra, Java, Borneo and S Philippines.  "
thbkin,Thick-billed Kingbird,Central America,Nat Geo West,2,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,12-21,12-21,02-15,03-29,,,06-07,06-07,07-06,07-06,,,,,,,3,0,3,0,FALSE,TRUE,TRUE,TRUE,TRUE,3,,,,,,"Switched to breeding/non-breeding only, which I think is better and handles both Baja and e. Mexico extrapolation."
thbmur,Thick-billed Murre,,Nat Geo East,1,FALSE,WATER,LOOKS GOOD,LOOKS GOOD,MTA,,0,10-19,,,03-01,03-15,04-26,05-03,,,08-31,,,,,,,0,0,0,0,,FALSE,FALSE,TRUE,FALSE,0,,,,,,
thbvir,Thick-billed Vireo,,North America 3,7,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Missing a few Cuban islands and we should probably start showing this in FL
thbwar2,Three-banded Warbler,South America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,0,,,,,,,,,,,,,,,,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,,,,,,"No weeks get it right...Either too much extrapolation eastward in Peru, northward in Ecuador or missing Tumbes."
thelar1,Thekla's Lark,,Europe,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Extrap around Toulouse. E. Africa pop is too sparse.
thiant1,Thicket Antpitta,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,1,1,1,1,,TRUE,TRUE,TRUE,TRUE,1,,,,,0.1,"A little overfit in CR, not quite far enough s. in Col"
thitin1,Thicket Tinamou,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Filling in too much of south central Mexico, but otherwise, excellent"
thlsch2,Northern Schiffornis,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Overfit in Ec and missing Nicaragua, otherwise good"
thlsch4,Russet-winged Schiffornis,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Sparse in chunks of n. Colombia, otherwise good"
thlwre1,Thrush-like Wren,,Southern Cone 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"A little bit of bleed over N of Amazon River, and noisy on e. Brazil edge, but mostly gets it."
thrnig1,Thrush Nightingale,Europe,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,2,12-28,12-28,01-04,01-04,03-29,06-14,06-21,06-28,07-13,07-13,07-20,11-30,,,,,2,2,2,2,TRUE,FALSE,TRUE,TRUE,TRUE,3,,,,,,"Pretty good on the whole. Interesting migration. Breeding is pretty close to whole extent, a bit of extrapolation on edges."
thswar1,Three-striped Warbler,South America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,MTA,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Better job with Bolivia this year.
thswar5,Costa Rican Warbler,Central America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,ALL3s,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Not far enough east in Panama
thswar9,Tacarcuna Warbler,Central America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MSM,MSM,0,,,,,,,,,,,,,,,,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,,,,,,no positive predictions
thtray1,Thorn-tailed Rayadito,,Southern Cone,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,"Certainly missing some Tierra del Fuego islands, but otherwise, great."
thwbel,Three-wattled Bellbird,Central America,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,0,11-09,,,01-11,,,03-22,03-22,04-12,04-12,,,,,,,1,0,1,0,FALSE,TRUE,TRUE,TRUE,TRUE,1,,,,,,"Noisy, especially in Hond and Nic, but otherwise, gets the message across."
tibfly3,Tickell's Blue Flycatcher,,India,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
timwre1,Timberline Wren,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,1,1,1,1,,TRUE,TRUE,TRUE,TRUE,1,,,,,0.1,Missing birds north of San Jose
tobhum1,Tooth-billed Hummingbird,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Probably not coastal enough in Colombia, otherwise decent"
toctou1,Toco Toucan,9670,Southern Cone 3,7,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,NG,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Quite good, missing some parts of its northernmost distribution, in northern Brazil and Guyana"
todmot1,Tody Motmot,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Sparse in Honduras and Nicaragua, otherwise quite good"
tomtit1,Tomtit,,Request,4,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Maybe a touch overfit
towsol,Townsend's Solitaire,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,11-23,12-14,02-15,03-01,03-08,05-31,06-07,06-07,08-03,08-24,08-31,11-16,,,,,2,2,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Breeding season is the only one that gets entire Mexican range; 2021 added breeding season, but still missing in other seasons"
towwar,Townsend's Warbler,North America,Nat Geo West,2,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,LDS,3,11-16,12-14,02-15,03-01,03-08,06-14,06-21,06-21,07-20,07-20,07-27,11-09,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,some NW MX animation issues; pre-breeding migration a bit misleading with isolated blob in eastern CO
tremar2,Tree Martin,,Request,4,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,2,03-01,,,09-14,,,09-21,,,02-22,,,,,,,3,0,3,0,,TRUE,TRUE,TRUE,TRUE,3,,,,,,This looks very good.
trepip,Tree Pipit,Europe,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,12-21,,,02-15,02-22,05-24,05-31,05-31,07-13,07-20,07-27,12-14,,,,,1,2,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,2,,,,,,Still not far enough east in Russia.
treswa,Tree Swallow,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,12-07,12-14,01-25,01-18,01-25,05-24,05-31,06-07,06-21,06-21,06-28,11-30,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
tribla,Tricolored Blackbird,North America,Nat Geo West,2,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,0,,,,,,,,,,,,,,03-08,04-26,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,
trieup1,Trinidad Euphonia,,North America 3,7,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Southeast edge rough and maybe a nip too far into Darien
triher,Tricolored Heron,South America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,LDS,3,12-07,12-14,02-22,03-01,03-08,04-05,04-12,04-26,05-17,05-17,05-24,11-30,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
trimun,Tricolored Munia,,India 2,6,TRUE,LAND,PROBLEM,PROBLEM,PS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,TRUE,,,,Map needs reprojection to show native range. Diffiicult to properly evaluate native range with this map projection. N India range missing/underestimated. S India esp the Western Ghats/ western coast looks extremely underextrapolated. S Sri Lanka also underestimated and showing a large gap in the south.
trogna1,Tropical Gnatcatcher,,North America 3,7,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,0.14,Brazil edges are too far into Tocantins. Maybe a bit tightly fit.
trogna2,White-browed Gnatcatcher,,North America,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,0.14,A little too sparse in Colombia
trokin,Tropical Kingbird,South America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,11-02,11-02,01-11,02-22,03-01,06-07,06-14,06-14,08-03,08-31,09-07,10-26,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
tromoc,Tropical Mockingbird,,North America,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,0.14,Excellent spatial pattern
tropar,Tropical Parula,South America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,08-31,08-31,03-15,03-15,03-22,04-05,04-19,04-19,05-10,07-13,07-20,08-24,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
tropew1,Tropical Pewee,,North America,6,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,,,broken taxa
truswa,Trumpeter Swan,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,12-07,12-21,01-25,02-15,02-22,05-10,05-17,06-07,06-28,09-07,09-14,11-30,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
truter,Snowy-crowned Tern,9117,Southern Cone 3,7,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tubmot1,Turquoise-browed Motmot,Central America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,LDS,0,,,,,,,,,,,,,01-04,,,02-08,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,quite a bit of overextrapolation in northern Guatemala  and Chiapas (Comitan); resident dates should take care of this but still show a tiny bit too much around Comitan
tufduc,Tufted Duck,Europe,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,12-07,12-28,03-01,03-15,03-22,06-07,06-14,,,08-31,09-07,11-30,,,,,3,2,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Much more filled in for Central Asia and Russia. Almost complete, but not quite."
tuffly,Tufted Flycatcher,,North America 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,"A sprinkle of extrap in Oaxaca, otherwise great."
tufpuf,Tufted Puffin,,Nat Geo West,2,FALSE,WATER,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,04-12,05-31,06-07,,,07-27,08-03,10-19,,,,,0,0,0,0,,FALSE,FALSE,TRUE,FALSE,0,,,,,,
tuftit,Tufted Titmouse,North America,Nat Geo East,1,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,0,,,,,,,,,,,,,,02-22,04-26,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,
tui1,Tui,Australasia,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,
tunbeg1,Tundra Bean-Goose,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tunswa,Tundra Swan,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,12-28,01-04,02-08,02-15,02-22,05-31,06-07,06-14,07-20,08-10,08-17,12-21,,,,,3,2,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,2,,,,,,Still missing a lot of Russian breeding area. Non-breeding is very good.
turcot1,Turquoise Cotinga,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,0.95,0.14,"0.95 ES fixes Atlantic slope, but it's still too tight and extrapolates towards s. border w/ Panama"
turdac1,Turquoise Dacnis,South America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,LDS,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,,,Overfit
turvul,Turkey Vulture,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,12-07,12-21,02-01,02-01,02-08,04-26,05-03,05-31,07-27,08-31,09-07,11-30,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
tuttyr1,Tufted Tit-Tyrant,,Southern Cone,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,NG,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,A bit too much in the Patagonian plateau (Argentina)
twbplo1,Two-banded Plover,South America,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,05-17,05-17,06-07,08-03,08-10,11-02,11-09,12-07,01-18,01-18,01-25,05-10,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
twbwar1,Two-banded Warbler,South America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Better, but the Roraima pop is pretty rough, understandably."
twite1,Twite,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tylwar1,Tytler's Leaf Warbler,,Request,4,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,1,12-07,,,03-01,03-08,04-26,,,,,,,,,,,1,0,0,0,,FALSE,FALSE,FALSE,FALSE,1,,,,,,Non-breeding is close. Other seasons aren't work.ing
ultgro1,Ultramarine Grosbeak,9533,Southern Cone 3,7,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,NG,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,"Really good, just missing a small portiion of the range in Venezuela"
